Start	End	Chromosome	Name
89196096	89196829	2	IGKV2-26
89203509	89203906	2	
89213423	89213928	2	IGKV1-27
89221698	89222461	2	IGKV2-28
89234174	89234912	2	IGKV2-29
89244781	89245596	2	IGKV2-30
89252211	89252736	2	IGKV3-31
89253571	89254015	2	IGKV1-32
89268001	89268506	2	IGKV1-33
89275298	89275787	2	IGKV3-34
89286689	89286973	2	IGKV1-35
89295233	89295455	2	IGKV2-36
89297264	89297785	2	IGKV1-37
89309898	89310144	2	IGKV2-38
89319625	89320146	2	IGKV1-39
89330116	89330429	2	IGKV2-40
108690289	108690956	11	RPS2P39
89533185	89547106	2	
108727741	108730104	11	
89600571	89600680	2	5S_rRNA
108665058	108940999	11	DDX10
89622213	89640635	2	KMT2CP4
89662601	89662977	2	
89666033	89683204	2	
89851791	89852493	2	IGKV2D-40
89862482	89862981	2	IGKV1D-39
31465543	31465832	17	RN7SL79P
31518432	31518729	17	RN7SL45P
31533171	31533938	17	
89872463	89872702	2	IGKV2D-38
31534883	31534971	17	MIR4724
31559996	31560083	17	MIR193A
89884740	89885216	2	IGKV1D-37
31560132	31560573	17	
31563768	31563894	17	RNU6ATAC7P
31571142	31575659	17	MIR365BHG
89887022	89887247	2	IGKV2D-36
89895502	89895772	2	IGKV1D-35
31575269	31575358	17	MIR4725
31575411	31575521	17	MIR365B
37978155	37989060	17	TBC1D3L
89906757	89907246	2	IGKV3D-34
89913982	89914545	2	IGKV1D-33
89928422	89928867	2	IGKV1D-32
89929701	89930202	2	IGKV3D-31
89936859	89937679	2	IGKV2D-30
89947512	89948269	2	IGKV2D-29
89959979	89960748	2	IGKV2D-28
89968867	89969335	2	IGKV1D-27
89985922	89986702	2	IGKV2D-26
89989987	89990221	2	IGKV3D-25
81946444	82443956	7	CACNA2D1
90004797	90005629	2	IGKV2D-24
90009402	90009927	2	IGKV2D-23
90010741	90011184	2	IGKV1D-22
90021567	90022185	2	IGKV6D-21
90038848	90039479	2	IGKV3D-20
90046796	90047057	2	IGKV2D-19
90052581	90053372	2	IGKV2D-18
90069662	90070238	2	IGKV6D-41
119334527	119337309	11	RNF26
90082635	90083291	2	IGKV1D-17
90100236	90100738	2	IGKV1D-16
119336249	119337309	11	
119338942	119340940	11	C1QTNF5
90114838	90115402	2	IGKV3D-15
90121786	90122564	2	IGKV2D-14
90154073	90154574	2	IGKV1D-13
76735865	76781449	17	MFSD11
90159840	90160335	2	IGKV1D-12
90172802	90173414	2	IGKV3D-11
90179889	90180587	2	IGKV2D-10
90190193	90190681	2	IGKV1D-42
119338942	119346705	11	MFRP
90209873	90210529	2	IGKV1D-43
90220727	90221384	2	IGKV1D-8
90234812	90235370	2	IGKV3D-7
90309230	90309333	2	
90315366	90315836	2	IGKV1OR2-118
90359809	90360032	2	
90365737	90367699	2	
124025287	124921219	2	CNTNAP5
88143935	88144165	15	MED28P6
88252730	88271066	15	NTRK3-AS1
43358172	43371043	15	ZSCAN29
27550133	27780344	16	KATNIP
119355215	119381711	11	USP2
43369221	43409771	15	TUBGCP4
151188099	151188223	3	RNA5SP145
151197832	151203216	3	GPR171
151212117	151278542	3	P2RY14
151269440	151270129	3	SETP11
151293317	151295494	3	
151294086	151316820	3	GPR87
203014608	203226378	2	NBEAL1
151326312	151329549	3	P2RY13
151336843	151384753	3	P2RY12
151475804	151476174	3	MRPL42P6
151499639	151499806	3	
151565876	151565995	3	MIR5186
151425384	151461061	3	IGSF10
27643199	27644663	16	
27678940	27718806	16	
27687182	27687522	16	
46921726	46982010	3	CCDC12
27722284	27722392	16	Y_RNA
27863251	27863356	16	RNU6-159P
27998295	27998401	16	RNU6-1241P
1984193	1987749	16	GFER
47299447	47317814	16	
47313027	47313121	16	Y_RNA
47450347	47450461	16	5S_rRNA
47505432	47505543	16	RNA5SP425
47529190	47529916	16	
119402792	119404088	11	
119403963	119404227	11	
47561307	47562480	16	
47565090	47566884	16	EIF4BP5
119415476	119424985	11	THY1
47598654	47598996	16	NDUFA5P11
47760780	47760921	16	
85697335	85697868	16	
85699820	85711186	16	
171315746	171434802	2	METTL8
85741621	85741700	16	MIR1910
85743287	85744225	16	
56951431	56959374	12	RDH16
85771758	85799608	16	EMC8
55820960	55830824	12	DNAJC14
44241886	44332098	3	TOPAZ1
82009177	82029955	7	CACNA2D1-AS1
37212181	37258144	6	TMEM217B
43391384	43391727	15	RN7SL487P
82589848	82590691	7	MTHFD2P5
43403061	43510728	15	TP53BP1
43506968	43510346	6	LRRC73
134744252	134970729	7	CALD1
44337941	44338552	3	
31676684	31684040	6	LY6G5C
44338119	44409451	3	TCAIM
76799044	76807102	17	LINC02080
76831684	76841099	17	
76849840	76861836	17	LINC00868
119417951	119419114	11	THY1-AS1
100199122	100241865	12	ACTR6
119444991	119445519	11	DUXAP5
119190250	119196769	11	CCDC153
76868404	76950393	17	MGAT5B
166583009	166586678	6	RAMACL
26216921	26217437	6	H2AC8
85781775	85781899	16	RNU1-103P
85784382	85787617	16	
29550407	29557773	6	OR2I1P
85792415	85792933	16	
47781982	47832780	6	OPN5
85798633	85807068	16	COX4I1
69294151	69341682	11	MYEOV
181954241	182131398	2	PPP1R1C
55540502	55540835	4	RN7SKP30
55547112	55547889	4	
55556519	55592245	4	PDCL2
69299274	69372512	11	
55595229	55636698	4	NMU
69303412	69303807	11	IFITM9P
69414307	69416832	11	LINC02956
69438365	69444743	11	LINC02952
69467598	69469705	11	
69481662	69494952	11	LINC01488
69641156	69654474	11	CCND1
87151803	87265943	6	ZNF292
69960089	69961631	2	ASPRV1
85814425	85815062	16	
108239968	108265351	2	SULT1C3
35224800	35228739	19	FAM187B
85815873	85816536	16	
85846309	85848138	16	
76950317	76969156	17	
85859521	85862012	16	
35232291	35233003	19	FAM187B2P
35251440	35253639	19	
85899116	85922606	16	IRF8
76957023	76958222	17	
35262846	35264804	19	
35267862	35268080	19	
76966285	76969530	17	
77014880	77015138	17	Metazoa_SRP
112911165	112918882	2	IL37
78809715	78813303	6	
69653076	69675416	11	LTO1
78867551	78946440	6	IRAK1BP1
6057807	6124427	17	WSCD1
35268962	35279821	19	USF2
79067692	79068138	6	
167796647	167825146	6	
167826893	167972023	6	AFDN
55798636	55798731	4	RNU6-276P
55819790	55837489	4	EXOC1L
122271432	122422669	12	CLIP1
55853648	55905086	4	EXOC1
6163893	6190541	17	
6207163	6207269	17	RNU6-1264P
6322413	6323228	17	BTF3P14
85918347	85918416	16	MIR6774
85924984	85948824	16	
45452844	45464065	17	
45475363	45475435	17	MIR4315-1
45526466	45526746	17	Metazoa_SRP
45531577	45533838	17	
85935276	85936223	16	LINC02132
45533963	45534710	17	
85963328	85985386	16	
85981750	85984881	16	
45545804	45563230	17	
85986764	85995899	16	
86035627	86036419	16	
86081409	86089526	16	
45549781	45558738	17	
45553710	45559070	17	RDM1P1
86158206	86158798	16	
86192793	86198913	16	
45585871	45586929	17	DND1P1
45586452	45588379	17	
86195954	86199937	16	LINC01082
45592621	45593369	17	
45600869	45602340	17	MAPK8IP1P2
45608571	45608918	17	RPS26P8
45620328	45655156	17	LINC02210
28984826	28990784	16	LAT
127298668	127388465	2	MAP3K2
69698238	69704022	11	FGF19
44421127	44439946	3	C3orf86P
185767847	185767904	3	MIR548AQ
185914558	185938103	3	TRA2B
60392429	60431426	17	CHCT1
69737298	69738017	11	DNAJB6P5
69771022	69775341	11	FGF4
118821895	118822084	11	
60433678	60435996	17	RPL12P38
118833846	118834556	11	SETP16
118836010	118836111	11	Y_RNA
118883892	118897787	11	CXCR5
60443158	60526242	17	APPBP2
118885841	118887742	11	
118893875	118925926	11	BCL9L
1601654	1607354	6	FOXCUT
118910708	118910787	11	MIR4492
118925164	118958559	11	UPK2
17586899	17600262	6	
71289769	71305853	3	FOXP1-AS1
99424911	99432326	6	PNISR-AS1
71541970	71542089	3	MIR1284
71567863	71571112	3	
169724713	169738992	6	
149607467	149608516	1	
71570255	71574457	3	FOXP1-IT1
28015122	28137313	6	ZSCAN16-AS1
149607765	149612402	1	
71581721	71628558	3	
60513190	60513550	17	
60562010	60562161	17	
60564547	60586623	17	LINC01999
71584943	71587409	3	FOXP1-DT
60564740	60565671	17	RPSAP66
158693120	158693768	3	
149636766	149636929	1	RNVU1-30
158696892	158732489	3	RARRES1
149675205	149677740	1	FAM91A2P
60662333	60662437	17	RNU6-623P
149700151	149700296	1	RNU1-68P
60696313	60696605	17	RN7SL606P
149754301	149754710	1	
60727165	60727482	17	RPL36AP46
149785659	149793020	1	
60748940	60749046	17	Y_RNA
60810165	60811462	17	KRT18P61
21664184	22654455	6	CASC15
60851382	60851745	17	HMGN1P28
149813225	149813693	1	H3C13
149861271	149862504	1	
60899891	60900185	17	RN7SL448P
118931216	118931490	11	RN7SL688P
16023323	16023653	17	
118970498	118970595	11	Y_RNA
16040472	16041273	17	
149886918	149887411	1	H2AC20
118971712	118981287	11	FOXR1
16044621	16044961	17	RPLP1P11
16084042	16084381	17	RPL22P21
149887469	149887965	1	H2AC21
16098704	16098807	17	RNU6-314P
16137768	16137872	17	RNU6-862P
149887890	149900798	1	BOLA1
16191832	16192151	17	RN7SL442P
16217191	16351797	17	PIGL
35280716	35285143	19	HAMP
113627229	113643396	2	RABL2A
149903318	149917844	1	SV2A
158732198	158829719	3	MFSD1
55885595	55885701	4	RNU6-652P
55889743	55903177	4	
55938153	55947996	4	
55948871	56033361	4	CEP135
35292125	35313807	19	MAG
119084866	119093834	11	HMBS
43510958	43531620	15	MAP1A
43699441	43718260	15	STRCP1
43726918	43747094	15	CATSPER2P1
149923317	149927803	1	SF3B4
16282014	16282088	17	MIR1288
16342534	16353656	17	CENPV
43533462	43590208	15	PPIP5K1
56410642	56423457	4	
149782671	149791675	1	FCGR1A
185585444	185956652	4	SORBS2
1833986	1872178	16	MEIOB
16380798	16382745	17	UBB
172775905	173064015	1	
134953657	134954271	7	
172885947	172886258	1	AIMP1P2
128739292	128773400	7	CALU
172906900	172907684	1	
200863808	200864152	1	RPL34P6
200872981	200874178	1	GPR25
200917460	200966668	1	MROH3P
3242027	3256633	16	MEFV
16382152	16382669	17	
16391434	16391882	17	FTLP12
16414524	16416689	17	
16415571	16437003	17	TRPV2
200933345	200933447	1	RNU6-704P
200969390	201023714	1	KIF21B
24491254	24770702	2	NCOA1
35248330	35267964	19	LSR
158732263	158784070	3	
31001065	31161160	15	TRPM1
16427474	16428719	17	
158763431	158763753	3	RPL35AP9
78934419	79078287	6	PHIP
16439505	16439576	17	SNORD49B
158782547	158783124	3	
16440036	16440106	17	SNORD49A
158801257	158801935	3	
16440479	16440952	17	
158841093	158841960	3	GPR79
16441226	16441298	17	SNORD65
158869898	158871821	3	
158962928	159266307	3	IQCJ
68511780	68551319	17	PRKAR1A
159282646	159282734	3	MIR3919
159386756	159387440	3	
159711852	159731646	3	
159721524	159722401	3	
159765387	159768612	3	IQCJ-SCHIP1-AS1
159808416	159808570	3	RNU2-31P
159839861	159897360	3	SCHIP1
153968665	153968826	7	
154026287	154038604	7	
154055286	154063325	7	
40271566	40276237	6	
40334775	40387590	6	TDRG1
154092201	154096043	7	
154544169	154547285	7	
154838388	154865483	7	
154928460	154952188	7	PAXIP1-AS2
40344346	40387194	6	LINC00951
154943687	155003124	7	PAXIP1
40391591	40587364	6	LRFN2
22063773	22437041	12	ST8SIA1
160016024	160031423	3	LINC01100
40407853	40407955	6	RNU6-250P
40501631	40502393	6	
40505507	40523963	6	
40713411	40715363	6	
89560875	89567044	6	
70954693	71583978	3	FOXP1
89568144	89638749	6	LYRM2
41506152	41506898	19	TPM3P5
41521043	41521989	19	PLEKHA3P1
41531206	41532174	19	
41545192	41555462	19	
133080474	133107526	12	ZNF140
41549518	41586844	19	CEACAM21
89673469	89675783	6	MDN1-AS1
25152547	25152883	6	
25181359	25181745	6	
25218688	25219069	6	
25248263	25248779	6	KATNBL1P5
25261239	25261731	6	
25272200	25273751	6	
25287432	25287533	6	Y_RNA
25383599	25383702	6	RNU6-987P
25279078	25620530	6	CARMIL1
74414176	74421619	2	C2orf81
27224994	27268772	16	NSMCE1
200973718	201071671	2	HYCC2
106063345	106138954	12	NUAK1
41551568	41552274	19	
41605341	41605671	19	DNAJC19P2
41619015	41627074	19	CEACAM4
154951226	154952188	7	
154956429	154957107	7	
155003421	155005703	7	PAXIP1-DT
155067034	155072450	7	HTR5A-AS1
155074599	155074748	7	
41046541	41047316	17	KRTAP2-1
41638569	41638899	19	DNAJC19P3
41639659	41640602	19	
41096981	41098142	17	KRTAP4-8
153449429	153449875	7	PAXBP1P1
41652676	41652963	19	
153715074	153748986	7	
41029351	41030195	17	KRTAP1-4
41673303	41706976	19	CEACAM7
155070324	155087392	7	HTR5A
41835685	41848384	17	KLHL10
71839707	71927248	12	TBC1D15
155106062	155106400	7	
155106400	155106651	7	
153748133	154894285	7	DPP6
41708585	41730433	19	CEACAM5
41848518	41851447	17	
41848518	41865423	17	KLHL11
27268205	27290492	16	NSMCE1-DT
201023949	201028792	1	
201031136	201043073	1	
41866917	41930542	17	ACLY
27313387	27314101	16	
201134772	201171574	1	TMEM9
27313668	27364778	16	IL4R
41708657	41756737	19	
127406731	127408221	2	
41750977	41772211	19	CEACAM6
127418427	127429242	2	PROC
89642498	89819794	6	MDN1
41757898	41786893	19	
41796587	41811554	19	CEACAM3
31202934	31230886	15	LINC03034
142023160	142847432	4	INPP4B
41829692	41830938	19	HNRNPA1P52
41833686	41835950	19	
41837074	41844697	19	LYPD4
41844743	41852333	19	DMRTC2
127423537	127423618	2	MIR4783
127638381	127681786	2	LIMS2
156395883	156397341	6	
169157162	169163007	6	LINC01615
2621911	2634622	6	LINC01600
105136308	105199559	6	BVES-AS1
201190824	201228952	1	IGFN1
41860255	41872925	19	RPS19
27402174	27452042	16	IL21R
17706094	17707344	6	NUP153-AS1
708592	711460	6	
110530684	110566607	6	
146914424	146914945	6	
32254640	32407763	6	TSBP1-AS1
166274617	166277128	6	
163926892	164009980	6	
113616927	113650090	6	LINC02541
125370034	125445193	6	
63158437	63243599	11	SLC22A25
41869627	41869698	19	MIR6797
41907704	41928449	19	ERFL
13328574	13329881	6	
201222113	201223123	1	
79537185	79539976	6	
41956681	41959321	19	RABAC1
16762426	16762845	6	
46096004	46129857	6	
201039512	201112451	1	CACNA1S
6346465	6622771	6	LY86-AS1
21402237	21448567	16	NPIPB3
76764103	76853696	12	ZDHHC17
121857813	121870910	6	
47465933	47565569	11	CELF1
170147195	170150941	6	
167784537	167796872	6	LINC01558
41956879	41994232	19	
21506049	21506135	16	MIR3680-1
21511635	21515131	16	
167751303	167752105	6	
41966582	41997497	19	ATP1A3
21519830	21520365	16	SLC7A5P2
169369577	169388385	6	LINC02519
21526824	21531141	16	
21532945	21550373	16	
26157477	26157891	6	
90295507	90363912	6	
21538487	21538794	16	
21587627	21587864	16	
21626742	21627569	16	
636817	648474	16	MCRIP2
41867581	41867736	17	
41930617	41966503	17	ODAD4
47477208	47478160	6	CD2AP-DT
176645	205519	6	
16761138	16763947	6	ATXN1-AS1
29191582	29194109	7	
124644434	124963165	6	RNF217-AS1
29199540	29208970	7	CHN2-AS1
29212302	29213214	7	NANOGP4
41966763	41977740	17	CNP
29684642	29742417	7	DPY19L2P3
648473	649200	16	
100569732	100570045	7	
100589402	100604206	7	PCOLCE-AS1
63378892	63566230	6	
649311	667833	16	WDR90
140575812	140898448	6	
100574011	100586129	7	LRCH4
186104419	186175337	4	FAM149A
41976421	42021376	17	DNAJC7
105403207	105589073	6	
43931572	44074655	6	SCIRT
55572468	55575612	12	OR2AP1
55444069	55453347	12	OR6C2
103988987	104064183	12	GLT8D2
116569604	116571219	6	
113635183	113636509	6	
94546175	94735938	6	
145799409	145887430	6	EPM2A-DT
88963824	88964471	6	
132954257	133107410	6	LINC00326
80792520	80937934	12	LIN7A
4017266	4018772	6	
2851230	2881407	6	SERPINB9P1
105110704	105399308	7	SRPK2
84244334	84244577	1	NEDD8P1
27081057	27082578	12	C12orf71
84277321	84277457	1	
51817899	51848718	12	FIGNL2
133104779	133130274	12	ZNF891
84298366	84389957	1	SAMD13
123415039	123436684	12	RILPL2
157377062	157381042	6	
75284992	75317525	6	TMEM30A-DT
752579	911452	12	WNK1
142671972	142681267	6	
137657998	137763984	6	LINC03004
69155478	69162440	11	SMIM38
1111367	1129110	6	
1152608	1228608	6	
158869848	158919105	6	LINC02901
60455846	60470752	11	MS4A1
84344678	84349939	1	
84363706	84397831	1	UOX
79803574	79833387	6	LINC01621
15804645	15860930	6	
84477039	84479157	1	
21521671	21523845	6	
204663872	204664613	1	
204707320	204707430	1	RNA5SP75
115901795	116100713	6	
204727991	204728106	1	
204822664	204829274	1	
53739266	53794904	6	
204946608	204947169	1	
205083129	205084460	1	TMEM81
205091163	205091946	1	
14616040	14656819	6	
113345749	113376355	6	
113868013	113873390	6	MROCKI
236795260	236921278	1	MTR
53616471	53707024	6	LINC01564
7957537	7965447	11	NLRP10
106035798	106036431	7	
106285200	106286326	7	
58905398	59043527	11	GLYATL1
167678180	167680362	6	
106090505	106112589	7	SYPL1
30286690	30327382	6	HCG18
41877279	41881372	19	CD79A
654611	656194	16	
675671	678268	16	RHBDL1
225700264	225752258	1	
80182637	80197410	4	PRDM8-AS1
37696863	37697402	19	
13854355	13862118	7	
80183879	80204329	4	PRDM8
225710968	225736274	1	
13871856	13872513	7	
49665142	49673916	19	BCL2L12
225741275	225741380	1	RNU6-1304P
225777813	225790468	1	SRP9
13891229	13991425	7	ETV1
127645864	127652639	2	GPR17
118003634	118088299	11	SMIM35
69072915	69162440	11	
678504	679777	16	STUB1-DT
225803148	225803448	1	LEFTY3P
225840883	225846522	1	
225845536	225882380	1	TMEM63A
678645	679061	16	
680224	682870	16	STUB1
73385758	73625166	2	ALMS1
69083176	69083258	11	MIR3164
61361964	61377890	11	TMEM138
80266639	80336680	4	FGF5
78638780	78683185	4	LINC01094
61444149	61444423	11	RN7SL23P
61508596	61508657	11	MIR4488
8169167	8178903	11	RIC3-DT
8224309	8268716	11	LMO1
139005806	139360497	3	MRPS22
8555016	8555146	11	
8391868	8594289	11	STK33
239048168	239401654	2	HDAC4
135497422	135828703	6	AHI1-DT
225886282	225911382	1	LEFTY1
47863409	47865459	19	LINC01595
225886696	225924278	1	
12875209	12881595	19	DNASE2
225922080	225922142	1	MIR6741
225936411	225937557	1	
681670	684528	16	JMJD8
225936598	225941383	1	LEFTY2
3904920	3912072	6	
27694026	27713706	6	LINC01012
64759484	64881033	12	TBC1D30
225964179	225964428	1	NDUFA3P3
225810124	225845563	1	EPHX1
163413061	163413960	6	CAHM
11368118	11374935	19	
158988178	159088114	6	TAGAP-AS1
11408772	11408880	19	Y_RNA
11495544	11495622	19	MIR7974
11516047	11516330	19	RN7SL833P
11551147	11559230	19	ELOF1
47819779	47843330	19	CRX
92420094	92428148	12	CLLU1-AS1
150241777	150241860	3	U2
166342626	166351466	6	
150265407	150296605	3	LINC01214
92421531	92431002	12	CLLU1
20400741	20401503	6	
150339478	150343210	3	
134343307	134504581	6	LINC01010
150546678	150586016	3	EIF2A
94834147	94835158	12	KRT19P2
42011382	42025644	17	NKIRAS2
94834398	94834513	12	MIR492
95020229	95073628	12	NR2C1
11054584	11060020	1	SRM
97283303	98400869	6	
47801232	47819051	19	TPRX1
17747718	17788568	19	FCHO1
11066618	11099869	1	EXOSC10
684622	690444	16	WDR24
14010669	14010763	7	Y_RNA
14070535	14071380	7	RPL6P21
14190795	14192157	7	EEF1A1P26
103152899	103216824	7	
219496131	219498287	2	SPEGNB
103175133	103280410	7	DPY19L2P2
8488420	8505027	2	
8600892	8622942	2	
8603082	8603359	2	SNRPEP5
8678845	8684461	2	ID2
67414968	67425607	11	CARNS1
689001	692554	16	
692498	705808	16	FBXL16
42038232	42050601	17	C17orf113
42101404	42112714	17	DHX58
8852690	9003709	2	MBOAT2
146824539	147204614	6	STXBP5-AS1
668100	674174	16	RHOT2
83132056	83134737	11	BCAS2P1
103315169	103316362	7	
83180144	83184520	11	
83184491	83193794	11	ANKRD42-DT
103297407	103331818	7	PMPCB
83185521	83187036	11	PCF11-AS1
83193712	83260694	11	ANKRD42
42113111	42121367	17	KAT2A
9018293	9018899	2	HMGB1P25
223052190	223198399	2	KCNE4
8721081	8837630	2	KIDINS220
11068471	11073097	1	
37969404	37969480	3	MIR26A1
95100531	95101045	12	
11143898	11149537	1	MTOR-AS1
95125760	95126389	12	
37988059	38007188	3	VILL
94895297	95003748	12	NDUFA12
11152350	11152452	1	RNU6-537P
25208139	25209437	1	
25222276	25232502	1	SYF2
76090431	76108779	7	
76174309	76177205	7	
75899200	75986855	7	POR
169790037	169802873	6	LINC00574
81844602	82169391	6	LINC02542
25232586	25234775	1	
83209399	83209634	11	CKS1BP4
25239494	25240253	1	
83209431	83213379	11	
83213005	83213404	11	RPL32P24
120533480	120577588	12	RNF10
25242249	25338213	1	RSRP1
83156988	83187451	11	PCF11
170166228	170262733	6	
42122804	42123352	17	HSPB9
60600193	60666280	17	PPM1D
8435568	9294133	6	HULC
131455126	131458598	3	
131462212	131502983	3	MRPL3
25247837	25248321	1	
25266102	25267136	1	
17681458	17811453	17	RAI1
25272393	25330445	1	RHD
64147227	64263260	17	TEX2
57743514	57752675	11	BTBD18
18588781	18610255	11	SPTY2D1OS
1828307	1837521	11	SYT8
30222897	30255268	16	NPIPB13
131479097	131479233	3	SNORA58
131502573	131520880	3	
131526447	131527179	3	BCL2L12P1
131537571	131537685	3	
131985855	131985931	3	MIR5704
132175402	132176711	3	PSMC2P1
132243528	132244265	3	RPL7P16
34266041	34268649	16	BCLAF1P2
131533555	132285410	3	CPNE4
34351499	34381110	16	
34387599	34389827	16	
90376124	90377039	6	
34446566	34448866	16	
2245718	2525976	6	GMDS-DT
62662817	62672267	11	LBHD1
23603160	23641321	16	PALB2
120534697	120534957	12	
98593591	98606379	12	SLC25A3
105041326	105101431	11	CARD16
41619442	41624842	17	KRT17
107326360	107457825	11	CWF19L2
4932277	4935023	17	GP1BA
28744011	28750956	17	TRAF4
14660285	15090170	6	
50727417	50742815	16	CYLD-AS1
14275508	14275600	16	Y_RNA
14301389	14331067	16	MIR193BHG
106705328	106788148	6	LINC02532
14303967	14304049	16	MIR193B
14309285	14309371	16	MIR365A
14363109	14370266	16	LINC02130
14407668	14418908	16	
14435700	14632728	16	PARN
18225635	18244875	17	LLGL1
31784779	31817961	11	PAX6
98645290	98735433	12	APAF1
108325520	108326814	3	HNRNPA1P17
108543367	108543875	3	
108574565	108574698	3	SNORA70
108574683	108575064	3	
184229585	184242329	3	VWA5B2
159051674	159121506	6	
119349886	119689173	6	
23344699	23584313	6	
107066591	107133733	7	PRKAR2B-AS1
76774966	77097788	6	
26285352	26286234	6	
13614101	13615190	6	
107044705	107161811	7	PRKAR2B
117658838	117675332	6	
63909597	63911341	17	CSHL1
109382795	109383667	6	
27178342	27178869	6	
104941624	104942172	6	
30838324	30848204	6	LINC02570
96199840	96521728	6	UFL1-AS1
154510770	154522307	6	
73388408	73389283	6	
28335662	28335828	6	
134373662	134375068	6	
27138293	27138540	6	
6692741	6801186	6	
41154450	41177857	6	
49198428	49258106	3	IHO1
6710477	6713976	6	
5031756	5054423	6	
7540447	7543114	6	DSP-AS1
30570638	30571273	6	
42980542	42984303	6	
128520728	128521180	6	
68867289	68955392	17	ABCA8
25061626	25452263	6	CMAHP
75307376	75317429	7	SPDYE14
75359194	75395383	7	
108380368	108529322	3	MYH15
32277904	32316594	2	YIPF4
75391955	75395434	7	
32321638	32323002	2	
32377631	32379599	2	BIRC6-AS1
32521927	32523547	2	
32526504	32529507	2	
77798773	77957503	7	PHTF2
32532153	32532246	2	MIR558
32548675	32549040	2	
32563328	32566436	2	
32628032	32821051	2	TTC27
134520163	134689399	6	LINC03002
42927686	42929479	6	
139976352	140093724	6	LINC02941
32635255	32635331	2	MIR4765
32825359	32926693	2	LINC00486
100881450	100882993	6	
28335995	28337030	6	
30742757	30743638	6	IER3-AS1
167822103	167826833	6	AFDN-DT
233210051	233295674	2	ATG16L1
26474337	26474441	6	
27757416	27763269	6	
35764401	35764503	6	
127598410	127622436	3	MCM2
123389421	123511509	6	TRDN-AS1
152983331	152991322	6	
11350601	11353728	6	
121619478	121625953	6	
5451683	5458075	6	FARS2-AS1
136784045	136786402	6	MAP3K5-AS2
43990798	43999561	6	
111483459	111598783	6	TRAF3IP2-AS1
24936045	24950493	6	
27018935	27020310	6	
63805797	63822699	6	SCAT8
28476650	28489505	6	
132722784	132736935	6	VNN3P
68267026	68291267	17	SLC16A6
127629185	127672802	3	PODXL2
4341751	4347162	6	
81961926	81962243	16	RN7SKP176
81987948	81989016	16	
81988855	82011481	16	SDR42E1
68627879	68635169	6	ADGRB3-DT
12789498	12991643	17	ARHGAP44
127672935	127680926	3	ABTB1
82035004	82098534	16	HSD17B2
90513573	90587086	6	MAP3K7
82044336	82139631	16	HSD17B2-AS1
82120638	82121769	16	MTCYBP28
82147798	82170224	16	MPHOSPH6
126378970	126424185	7	
126438598	127253093	7	GRM8
82170296	82175803	16	MPHOSPH6-DT
82192505	82192790	16	RN7SKP190
32379071	32380049	16	ACTR3BP3
32388135	32436203	16	
32439069	32441159	16	PABPC1P13
32454612	32458758	16	
127837436	127845499	3	
32460266	32460362	16	
127915232	127987671	3	KBTBD12
32475051	32478250	16	ABCD1P3
32600299	32615571	16	
32602575	32615639	16	FAM153DP
32618733	32622184	16	
32635673	32636045	16	
127963608	127963724	3	RNA5SP139
128075073	128075249	3	RNU2-37P
128075810	128079056	3	RUVBL1-AS1
32649193	32663956	16	
127689062	128052190	3	MGLL
32650195	32650910	16	
32663925	32666533	16	
32675037	32678831	16	
32715931	32716056	16	
32726615	32729537	16	ABHD17AP7
32735909	32741094	16	
32739627	32740166	16	
32781883	32784138	16	
32786394	32787379	16	
32787962	32788944	16	
32809556	32824645	16	
32811029	32811251	16	
32845964	32846180	16	
32847713	32848156	16	IGHV2OR16-5
32869985	32873128	16	BCAP31P2
32882586	32888874	16	
32903442	32903894	16	IGHV3OR16-15
32915074	32915536	16	IGHV3OR16-6
32916974	32946392	16	
126495312	126531336	7	
32931768	32932569	16	
32951993	33028037	16	
126511135	126512879	7	
126533665	126537295	7	
126868767	126870532	7	
32978461	32978891	16	IGHV1OR16-2
126980967	126981778	7	
127058088	127058184	7	MIR592
127215127	127229927	7	GRM8-AS1
32995048	32995505	16	IGHV3OR16-10
121631399	121660927	3	HCLS1
102973483	102988856	7	NFE4
32995537	32996770	16	
33002333	33002621	16	IGHV1OR16-4
33009175	33009620	16	IGHV3OR16-8
102811189	103074839	7	FBXL13
33059936	33060098	16	
33129316	33134499	16	
33130235	33130442	16	
81738248	81777353	16	
81739033	81958294	16	
1517718	1562792	17	PITPNA
81779279	81962685	16	PLCG2
128350325	128361690	7	PRRT4
29122274	29146223	7	
121653994	121654296	3	RN7SL172P
121655475	121655604	3	RNU4-62P
121769761	121835079	3	IQCB1
233275727	233276002	2	SCARNA5
233288676	233288940	2	SCARNA6
29146547	29514328	7	CHN2
233307816	233347055	2	SAG
36639545	36639672	6	RNU1-88P
36672838	36672944	6	Y_RNA
36673621	36675126	6	PANDAR
36673817	36675270	6	LAP3P2
36841430	36844427	6	
36740775	36839444	6	CPNE5
18108756	18179802	17	MYO15A
29905012	29926236	16	KCTD13
14091688	14118084	19	PRKACA
149112009	149112672	6	
149140235	149161931	6	
121835183	121886526	3	EAF2
149217926	149245554	6	
149243299	149257551	6	TAB2-AS1
149246095	149255415	6	
233351132	233353416	2	
149291352	149291646	6	RN7SL234P
149304107	149304428	6	FABP12P1
149400262	149401278	6	SUMO4
233354494	233472104	2	DGKD
149446795	149485014	6	ZC3H12D
3581181	3611606	16	SLX4
14112324	14112476	19	SMIM46
